Epoch,Train PF4 Acc,Train PF3 Acc,Train PF2 Acc,Train PF1 Acc,Train Leaf Acc Soft,Train Leaf Acc Sig,Train Loss,Test PF4 Acc,Test PF3 Acc,Test PF2 Acc,Test PF1 Acc,Test Leaf Acc Soft,Test Leaf Acc Sig,Test Loss,Epoch Time (s)
17,99.87524008780353,96.30381645823364,95.47143186895984,97.38681545816003,92.44414549133623,91.07939984545854,1.4569194267331833,98.25323323103902,82.15031602088486,81.98215724965954,81.1238942254435,73.25261791140414,73.43473348734466,4.538777822373089,796.0816445350647
18,99.8863870215393,96.45900960904258,95.72795491465926,97.52425849938399,92.67925241541866,91.47404467273718,1.4438639100395834,98.40804471722929,81.7230008244023,81.6472582752008,81.21567944802266,71.86145726185859,73.88664991653036,4.585791765798681,843.3571443557739
19,99.88424338043627,96.5249666981364,95.80636731849658,97.54259852260637,92.84217314202805,91.58805249962477,1.439138231010625,98.31762384918895,82.81258587524044,82.85067118757122,80.57160038613094,72.26278603106083,71.64730283459521,4.634665860311938,790.7201035022736
20,99.86666552339142,96.25941397341886,95.59337830834157,97.40617427250697,92.59376615579608,91.48030174162956,1.4548033605520827,98.24090311266988,82.0541357515801,82.17392512715044,81.33278473200298,72.58991956562063,73.7955921285601,4.605046951495594,841.6639366149902
21,99.88424338043627,96.53919273696054,95.86862884294605,97.6062353953377,93.04400515876546,92.03282042159566,1.4323568974047025,98.2833735203858,82.9197581753229,82.26008170979128,81.2188444556978,74.06202047113975,74.33013506905216,4.661665923176136,842.5141551494598
22,99.88767320620113,96.69481697985506,96.11992561267198,97.80731675032837,93.40360005781439,92.52526600180114,1.4161556000906372,98.21487286277949,81.82055509755428,81.54859509185404,80.31365226060673,71.9373387518338,72.80576024821679,4.75202162884021,793.503420829773
23,99.88810193442173,96.75991188477771,96.13212025661015,97.77628444010018,93.51707729253758,92.62930267722139,1.412891217215304,98.37927444103464,82.99532838691948,82.47547316639337,81.55908278077574,71.96094632649276,72.93897441950661,4.480219142503148,792.7575633525848
24,99.88767320620113,96.98278649302277,96.33768711156793,97.92543794895813,93.73717945154458,92.95946899998333,1.402157261564446,98.14911223147742,82.7301456444078,82.66863066618492,81.36918232026713,73.00136586681955,74.67244490160701,4.687813025340815,767.2994704246521
25,99.89624777061326,96.99054615056322,96.46660191891432,97.98753729139727,93.87778926653547,93.14232347153197,1.3982358155406902,98.21213283647523,82.13520197856553,82.1419638142353,82.35824721874951,73.78716085189619,75.03330354282245,4.64527153622319,847.4820594787598
26,99.91168198655508,97.0396906483194,96.55762622545284,98.05781253181827,94.0268389219959,93.2141110024015,1.3908297936226202,98.29981367821131,82.13794998625995,82.39348545065451,81.48470510040987,72.86309292953139,74.54428949631553,4.549436315877674,851.797306060791
27,99.91168198655508,97.11987377623734,96.64995710098472,98.1097207090711,94.0923696118653,93.44028996142,1.3853415154704072,98.43270495396756,83.93514701841166,83.74697757149606,83.10202402240826,73.45834106200361,75.20530158676627,4.463313267242738,811.4665806293488
28,99.89453285773082,97.09530152735925,96.70134881472416,98.14688483194689,94.21022202950758,93.55925419432307,1.3817567031122622,98.39160455940377,83.93102500687002,83.84147188794086,82.74754316279217,74.2879786857326,73.95578638517445,4.5137281718177,814.3674175739288
29,99.90439360680477,97.16729390565119,96.73401303955855,98.23344041297786,94.29363989615703,93.78443133745073,1.3771457108099783,98.23953309951776,83.73866446826051,83.18140129512798,81.68251808010635,72.93897441950661,74.97934337217342,4.548127449305588,811.0626313686371
30,99.9266874742763,97.26558290116351,96.8124071791611,98.22986773645037,94.4664954471165,93.85666477658073,1.371305031223856,98.33406400701446,84.25803792250618,83.39123426252745,81.28689212071339,73.28297050739423,73.62190782928351,4.419812351179377,831.698650598526
31,99.91253944299629,97.27808457164535,96.86554098489171,98.2614317860161,94.57937482975423,93.94675546315187,1.3672236117395158,98.32995396755808,84.52459466886508,84.62521886551235,83.38212720165846,75.61337537729963,76.7043825776099,nan,811.762669801712
32,99.91768418164357,97.3405929240545,96.9195458366179,98.35866942258153,94.67384899325128,94.11293819418965,1.3618410970080015,98.41078474353354,85.06595218466612,85.25888663461271,83.11310154927126,74.65052358228083,76.10913444513768,nan,845.7055168151855
33,99.92454383317327,97.37206264630187,96.97964801031318,98.3683422764807,94.82561177634724,94.23579378050543,1.3553244035815275,98.37516440157826,83.92278098378675,83.77754926211055,81.05742906426548,73.39932212535622,75.52569009999495,nan,812.8765423297882
34,99.90910961723145,97.40267018437808,97.05673558092235,98.43197947318583,94.89954749118887,94.31806810980288,1.3532546427365677,98.51079570363875,83.74003847210773,83.5037936688808,83.11151904543368,76.03156669982968,76.09901691314099,4.399261176479873,813.7351980209351
35,99.91468308409932,97.42896680159849,97.0593487189091,98.45744220499219,94.9062466993168,94.3909231906697,1.3513355631044583,98.40256466462078,83.48035174498489,83.02854284205553,81.34069725119083,73.3723420400317,74.39252651636511,nan,826.9749748706818
36,99.92368637673206,97.47423147058443,97.1129180476375,98.46456171789885,95.07354657950034,94.5231980254161,1.3452471060016529,98.32173388864533,84.56306677658698,84.20277368611211,83.92967352945831,74.83095290288855,74.99789218083403,nan,782.5309844017029
37,99.92497256139389,97.46474744470166,97.11553118562426,98.51801696313116,95.08969519754068,94.61328500669865,1.3430610108371506,98.32447391494958,83.04204451772465,83.10914093549373,82.06706651263629,74.61679847562517,75.54592516398833,nan,817.2082402706146
38,99.93397585402661,97.47595583892675,97.14514674947411,98.529733692415,95.22700361893855,94.70334154219037,1.33879214311521,98.52175580885576,83.71805441055236,83.20363525193852,83.87586839898087,75.05016609615028,75.76345210191727,nan,774.1245293617249
39,99.92411510495266,97.6177851350827,97.26012482089116,98.55823567144878,95.25810791278921,94.78503051932891,1.3346574103203641,98.28611354669005,84.9230557845562,84.60159528640115,83.54512509692836,74.0282953644841,75.38067214137564,nan,804.7920017242432
40,99.90910961723145,97.63977083144731,97.2906114307366,98.6071161296563,95.39157698123277,94.9090545228142,1.3311143895669872,98.45325515124945,84.9367958230283,84.8489480559184,82.67633049010144,73.42124344468239,74.52911319832049,nan,814.3895502090454
41,99.92497256139389,97.68244894791977,97.27623917180946,98.61983647785935,95.3898580211912,94.8795348164949,1.3301568321254158,98.43818500657606,84.67573509205826,84.24307273283122,83.06087892263139,74.114294386456,75.2896143534054,4.408511560313168,814.0178425312042
42,99.93440458224723,97.70012372342856,97.29322456872335,98.67074623522345,95.51496217069605,95.00797723015003,1.3269883966929303,98.49572555896536,82.73976367133828,82.8951391011923,81.22042695953537,72.71470246024653,73.37402829536448,nan,827.1358859539032
43,99.91768418164357,97.73375867569082,97.37554984539001,98.68908042173429,95.57166443378343,95.0813566294396,1.3242371239686848,98.46284524331433,83.3553173948887,83.31758428059254,82.6953205361523,74.59150464563344,74.6151122202924,nan,831.0061712265015
44,99.93097475648237,97.77513374631955,97.36726347834798,98.71452862655657,95.72287046868311,95.21310600543674,1.3204846366425569,98.47791538798772,84.31437208024182,83.84425113254217,82.4262948837651,74.3149587710571,75.14459639478609,nan,806.4980571269989
45,99.93997804911511,97.92084287124572,97.51447025160164,98.7858022868663,95.81012418976462,95.26255517383231,1.314006206542321,98.26008329679965,83.85133278373179,83.66637947805786,82.2063268503426,74.47178051700588,76.1276832537983,nan,808.3194978237152
46,99.92111400740842,97.80013708728322,97.44957732493064,98.7858022868663,95.81626243141528,95.31150110902956,1.314723533983532,98.1587023235423,84.79527342676559,84.38898307440037,82.11454162776344,73.41618467868405,74.93044196752273,nan,791.8847093582153
47,99.94169296199753,97.8971328065388,97.54495686144706,98.80616618981193,95.88572762749742,95.40208798905974,1.3091664514319081,98.64779701885138,84.21406979939543,83.79005586281649,81.68884809545663,73.36391076336778,75.13953762878775,nan,803.8228170871735
48,99.93654822335026,97.88764878065604,97.54060163146914,98.83213611163434,95.95190313919294,95.5260802614975,1.307268938124853,98.42859491451118,83.37180544105523,83.41207859703732,81.8091183871121,75.61674788796519,75.95737146518726,nan,796.5061504840851
49,99.94212169021813,97.9566235143489,97.61072083411365,98.87489436225347,96.04860856320114,95.54495625006949,1.3042907903471719,98.73684787373959,84.71832921132179,84.94205275006253,83.26027440616544,75.70949193126823,75.80054971923849,nan,811.6792812347412
50,99.93569076690905,97.97041846108748,97.61072083411365,98.91460397299747,96.05974861996698,95.63559345589175,1.300656026940604,98.80671854449803,84.33773014564441,84.26669631194241,84.04994382111377,74.58138711363675,76.44975802235975,nan,819.9173429012299
51,99.93826313623268,98.02128732718596,97.69739993902705,98.9619553320063,96.11533907397421,95.71064056880152,1.296678380546002,98.43544498027181,84.97389392690299,85.11575553764487,82.18100678894146,75.12098882012714,75.86631367721701,nan,832.16876912117
52,99.94555151598298,97.98421340782605,97.68911497371619,98.93242782305894,96.21262236848689,95.82738052221673,1.2947217386624101,98.36420429636125,84.10964550700741,84.0554737222423,84.59907265275119,75.88317623054483,75.90678380520379,nan,812.51686835289
53,99.93183221292358,98.07258728537003,97.7422487794468,98.96247499096366,96.32273235161684,95.88635213937484,1.2905249419717109,98.65738711091626,84.63176696894752,84.4417887218254,83.97556614074789,75.2794968214087,76.23223108443081,nan,820.6532638072968
54,99.9468377006448,98.0467217602352,97.7583631303651,98.97672429592522,96.32104420528329,95.92857778173085,1.2901990387408584,98.65464708461201,85.20060456169277,85.06572913482115,84.8791758320014,74.86636426487699,74.98608839350455,nan,818.8485367298126
55,99.95112498285087,98.13725109820709,97.82717576401622,99.03526009795037,96.42273439845235,95.94409792868817,1.2869497471455265,98.86151907058307,85.90272052761748,85.12965176065146,83.73502555743697,75.80392222990405,76.79375411024738,nan,788.5765392780304
56,99.94255041843874,98.17475610965258,97.83414413198089,99.05562400089602,96.48944331409893,95.98912644674961,1.2824140827807498,99.06017097764139,85.77493816982688,85.25749701231206,85.39190707537466,76.5694821509873,76.93034079220276,nan,828.0369005203247
57,99.95669844971876,98.15966788665727,97.84633877591907,99.04341052910242,96.54618429244863,96.10924575291293,1.2811559975322149,98.23816308636563,83.48859576806815,83.4468191545538,83.33306958269374,75.14459639478609,75.51220005733268,nan,796.1727619171143
58,99.95412608039511,98.15966788665727,97.84241906893894,99.07242422082616,96.54892543055045,96.19647999288438,1.2790234446652826,98.47380534853134,84.96977191536136,84.56824435118534,83.85054833757972,75.68925686727485,76.2811324890815,nan,838.3890404701233
59,99.9524111675127,98.19889726644509,97.85592028187048,99.0983927871423,96.63233029624153,96.22874360014899,1.2765179418277255,98.39708461201228,83.79225061830174,83.71084739167894,82.59878780206041,74.60836719896126,74.80565907289682,nan,796.7826290130615
60,99.96227191658664,98.26312998719656,97.94041174344211,99.16407029547722,96.7702125767144,96.38719647780842,1.2718190907935998,98.33406400701446,84.75542731519648,84.56685472888469,84.38543463467899,75.16145894811392,75.90847006053657,nan,793.2108926773071
61,99.95927081904239,98.27175182890818,97.96741416930521,99.15083389333496,96.77855109846126,96.32882682558036,1.2715480467160716,98.43544498027181,85.08518823852707,84.71137544815319,84.7889731132598,76.35026895772558,76.94045832419945,nan,797.6366662979126
62,99.95712717793936,98.28684005190348,98.00094944013519,99.214462443872,96.83188241441802,96.41495169162692,1.2665982058349385,98.67930732135028,84.34047815333884,84.07353881215086,83.99139117912361,74.48864307033371,75.79211844257458,nan,784.5761866569519
63,99.94983879818905,98.35883243019542,98.01793483704907,99.17373463798071,96.9247360843196,96.53004386086822,1.2643207775235157,98.36831433581763,84.81313547677934,84.43345098802146,84.12906901299236,75.51557256799825,75.86631367721701,nan,826.1618139743805
64,99.95541226505694,98.2579568821696,97.97264044527871,99.16712484981774,96.83469714489016,96.49003824601975,1.2664028522549386,98.60121657167909,84.78840340752954,84.5765820849893,82.633602886487,74.62354349695632,75.71623695259936,nan,1763.060268163681
65,99.96570174235148,98.3635744431368,98.04188860192762,99.21446644300427,96.99422415182865,96.60620278285813,1.260566408446425,98.78205830775975,84.87771365759824,84.21389066451738,83.05613141111867,74.59656341163179,76.04337048715917,nan,1039.6302890777588
66,99.96870283989573,98.35193495682613,98.06453579781281,99.2307574824235,97.08205706916009,96.71460416817224,1.2579413103974013,98.47380534853134,84.87908766144545,84.64745282232289,84.34745454257727,74.13452945044939,76.24740738242585,nan,760.3272807598114
67,99.9532686239539,98.36443662730795,98.10373286761407,99.27708144542983,97.16487108502051,96.78740980398698,1.2553502489233745,98.69985751863219,84.99725199230558,84.93927350546122,83.81573325315314,75.79380469790736,76.2507798930914,nan,806.1243886947632
68,99.96184318836603,98.42996262431618,98.11897617253679,99.26486310366245,97.13485207297956,96.75461125379407,1.2550457722898434,98.75191801841298,85.93844462764496,85.54236958394708,84.29681441977496,75.89160750720875,77.43790364737029,nan,803.1579344272614
69,99.96312937302785,98.45539705736542,98.13901023043522,99.29948887124036,97.26830027572711,96.8869518811705,1.2508824907381109,98.39571459886015,85.73097004671614,85.23665267780217,84.33954202338941,74.92706945685715,76.3873665750468,nan,787.1721320152283
70,99.96870283989573,98.43772228185662,98.15686667334468,99.29948173867004,97.22935637014554,96.87246367143635,1.249106359580794,98.40530469092504,84.7073371805441,84.63633584391762,84.77947809023436,75.54255265332277,76.25921116975532,nan,826.6632153987885
71,99.96141446014542,98.44461975522592,98.1882243291857,99.36006434993331,97.27605261109814,96.9402844023437,1.24813717360034,98.49846558526961,85.45342126957955,85.21441872099163,85.33810194489722,76.31485759573715,76.58128593831678,nan,814.9425401687622
72,99.97170393743998,98.49462643715324,98.1829980532122,99.36210074022787,97.3344229122889,97.01255239429416,1.2440357444918464,98.89165935992986,85.55234954657872,85.04905366721326,83.97714864458547,74.87816805220646,75.74827580392223,nan,806.4600536823273
73,99.9665591987927,98.50799029180624,98.20825838708413,99.38501952359377,97.44898242805286,97.07597462879887,1.2410664792214863,98.87658921525647,85.52899148117615,84.80586976459799,84.65287778322862,75.5779640153112,76.60320725764295,nan,828.7214386463165
74,99.96570174235148,98.55799697373357,98.27750654373304,99.40028305825095,97.44727216125769,97.13485207297956,1.2402240209898259,98.63957693993862,85.71035998900797,85.16439231816793,84.63230523334019,76.21199602043741,76.93877206886667,nan,809.0093648433685
75,99.97813486074908,98.59550198517906,98.290136710669,99.42167104486123,97.52735035132972,97.1654585075158,1.2375512751387754,98.54641604559404,84.8474855729596,84.23890386592925,83.84738332990457,75.21036035276461,76.01807665716743,nan,779.4804730415344
76,99.97470503498423,98.54765076367963,98.27141675014154,99.41861353072643,97.55568773730175,97.24882843118179,1.2362345459188662,98.65327707145988,85.62104973893926,84.9364942608599,84.37752211549113,76.13948704112777,76.71787262027216,nan,810.7280070781708
77,99.97127520921937,98.63214481245339,98.30929972257185,99.43490169325852,97.59514359094094,97.27494079583737,1.233935558703033,98.82726874177992,85.68287991206375,85.47566771351546,84.37593961165356,76.07540933848203,76.3570139790567,nan,778.5262088775635
78,99.97599121964605,98.6472330354487,98.33760871742832,99.47512307371186,97.62017266395014,97.33110230311252,1.2319865487252453,99.0040004384042,85.254190711734,84.81559712070259,84.67186782927949,75.6841981012765,76.03493921049525,nan,771.7617256641388
79,99.97513376320482,98.6032616427195,98.32672064248352,99.49090242635904,97.66963521341295,97.38501050665421,1.2302753402787137,98.89028934677773,86.21461940093432,85.68272143631361,84.4914623917963,76.12093823246715,76.65548117295921,nan,796.9731304645538
80,99.9725613938812,98.6166254973725,98.34631917738416,99.48937773320368,97.73635671282527,97.39947856154141,1.2275587322905024,98.74095791319597,85.74196207749382,85.10741780384092,83.7730056495387,76.02482167849855,76.40422912837462,nan,802.5621137619019
81,99.97470503498423,98.61533222111575,98.34239947040403,99.45322920590961,97.73912366721146,97.4183649644775,1.227329225374277,98.6176567295046,85.90959054685354,85.3297573719463,83.81098574164042,75.8848624858776,76.29293627641097,nan,783.4016160964966
82,99.96956029633695,98.6450775750208,98.37549921823621,99.51686640261472,97.77859310896902,97.4600580367566,1.2244562609705025,98.6697172292854,85.23770266556747,84.4014896751063,83.31566204048045,76.13274201979664,76.74485270559668,nan,774.2722067832947
83,99.97556249142544,98.66878763972773,98.37375712624505,99.5097465241894,97.84533795840768,97.526808198389,1.2222826121377433,98.8834392810171,85.3957131079967,84.69331035824463,84.3063094428004,76.53575704433165,76.99441849484849,nan,802.903927564621
84,99.98156468651392,98.66878763972773,98.39248461515011,99.50821174386283,97.88811865226504,97.59182153240646,1.2219170473748855,98.71766768960983,85.62242374278648,84.59186793029654,83.73186054976183,75.03836230882081,76.25583865908976,nan,781.2127995491028
85,99.98542324049939,98.67180528432678,98.40163059810374,99.53112352171544,97.9009044566867,97.58014753706493,1.2199982859031246,98.8368588338448,85.68562791975818,84.69053111364332,84.08317640170277,75.21036035276461,76.42783670303358,nan,790.1109173297882
86,99.98027850185211,98.66835654764215,98.39901746011698,99.55250551095318,97.91147825313529,97.62352130214356,1.219544786644198,98.69848750548006,85.16762846935971,84.40982740891026,83.93283853713345,75.49027873800651,76.13780078579498,nan,754.9023222923279
87,99.97942104541089,98.76233462229867,98.44823155886746,99.57235803814159,97.9592744333943,97.68410168605847,1.2169139392052217,98.82178868917141,85.78318219291015,84.82532447680721,84.36486208479056,75.58470903664232,76.43289546903192,nan,781.4008386135101
88,99.98156468651392,98.75802370144287,98.45128021985201,99.56930564535425,97.99485232395892,97.74302756730614,1.2161949308914348,98.72999780797896,85.86837043143721,84.72249242655846,84.42024971910557,75.97086150784952,76.63524610896582,nan,795.6714251041412
89,99.98242214295514,98.7485396755601,98.45868411081447,99.57898273676494,98.01599875478767,97.75806191595929,1.2148278792199483,98.7108176238492,85.37647705413575,84.4820877685445,83.97398363691032,75.53580763199163,76.17827091378176,nan,816.2980954647064
90,99.97470503498423,98.74336657053313,98.4573775418211,99.5586146507354,98.0215467401939,97.75137863559549,1.2146909196827216,98.81493862341078,85.7405880736466,84.61271226480642,84.34745454257727,75.66733554794867,76.41940542636966,nan,795.4792559146881
91,99.98070723007271,98.76405899064099,98.46478143278355,99.58814215968273,98.0337765720893,97.79251534288001,1.2138943645526659,98.82452871547567,85.53448749656499,84.5265556821656,84.27940687756168,75.25083048075139,75.82921605989578,nan,803.6083354949951
92,99.97641994786665,98.75888588561402,98.46695904777252,99.59068555079267,98.05209966311998,97.76747495636126,1.213485946356326,98.88206926786498,85.52899148117615,84.43900947722409,84.08634140937792,75.27781056607591,76.0585467851542,nan,785.0506219863892
93,99.98027850185211,98.74336657053313,98.43821452991826,99.58457849480978,98.05655772790696,97.75914879896824,1.2131289582701157,98.83548882069267,85.66913987359165,84.43900947722409,83.90593597189473,75.54761141932111,76.2710149570848,nan,780.3672094345093
94,99.98670942516121,98.78992451577581,98.47915369171069,99.60392208770733,98.10657861089801,97.80527667522765,1.211855729540931,98.81904866286716,85.72822203902172,84.54045190517218,84.00405120982418,75.43969107802303,76.08384061514595,nan,792.2510290145874
95,99.97899231719029,98.75586824101497,98.46870113976368,99.58865334880974,98.05323312283198,97.76360846749088,1.213381976832336,98.83411880754055,85.77081615828524,84.77390845168283,84.06893386716463,75.67576682461258,76.3097988297388,nan,815.648050069809
96,99.9798497736315,98.76061025395634,98.47828264571511,99.5998513442653,98.0899120003113,97.86143523434156,1.21193525937176,98.8779592284086,85.78455619675735,84.66134904532947,84.20344669335823,75.37729963071008,76.16309461578672,nan,777.1140787601471
97,99.98199341473453,98.76966318775354,98.45868411081447,99.5998493071182,98.09712818118142,97.80972393627074,1.2123054370796231,98.8834392810171,85.75432811211871,84.62243962091104,84.19553417417038,75.48521997200817,76.24066236109472,nan,782.0132238864899
98,99.98456578405818,98.79207997620372,98.48786415166653,99.61410403918015,98.14327883615826,97.82974867555744,1.2106729030187444,98.89850942569049,85.88760648529816,84.6946999805453,84.33321200803913,75.5290626106605,76.2339173397636,nan,807.0245568752289
99,99.98070723007271,98.7968219891451,98.50092984160028,99.61257871881156,98.11548360915464,97.85087304808019,1.2108244663732726,98.85055896536606,85.63616378125859,84.51126983685835,84.11957398996692,75.46498490801477,76.10238942380656,nan,792.1527774333954
