Epoch,Train PF4 Acc,Test PF4 Acc,Train PF3 Acc,Test PF3 Acc,Train PF2 Acc,Test PF2 Acc,Train PF1 Acc,Test PF1 Acc,Train Leaf Acc Soft,Test Leaf Acc Soft,Train Leaf Acc Sig,Test Leaf Acc Sig,Train Loss,Test Loss,Epoch Time (s)
32,99.90587007802577,97.70041878552199,95.91370456895123,75.48802462647346,96.16241973678878,76.1104121392352,98.24169095821853,78.94060445091782,95.25200713648528,73.54611089044137,95.22227178114778,72.82179490175004,0.8199601326517573,nan,624.5193598270416
33,99.93819179822174,97.89485492072988,96.07251790671373,78.77092874840453,96.22846886489303,78.77730756033398,98.37282044456276,79.50821427806456,95.40892939444849,73.54377438725204,95.37845110836889,73.436295240543,0.8095936675142504,nan,625.579512834549
34,99.91834512792596,97.45363446006581,96.1587671498909,77.669119303251,96.34192943247218,78.13298257653742,98.37148941834154,78.14166684516033,95.44312454468414,72.957312086731,95.39034507366824,73.36152713848455,0.812448717616053,nan,591.069501876831
35,99.8984984576302,98.02198623990428,96.25698994133876,78.92296718972896,96.44149542883281,78.9221853673415,98.48128897437093,78.18664724655686,95.57760927743087,72.6535666721185,95.55902468034493,73.33816210659127,0.8065220387787662,3.4863416041302586,621.5944030284882
36,99.92288150970786,97.42559078671852,96.294688501368,76.531646520009,96.46002327560751,76.73948682755729,98.51791216616421,79.30258958596612,95.80963850047947,72.23065959485035,95.78139054288114,72.02504731418958,0.8032482772258951,nan,629.8291056156158
37,99.9109735075304,97.91915943763087,96.35751943475007,76.95209850589383,96.5138698302965,77.6602234168287,98.60174764905929,79.09268104611562,95.8534971714874,72.91759153251245,95.80889513317425,73.2353559662609,0.7991677245711861,inf,591.6478407382965
38,99.93989294138994,97.56580915345498,96.47804058878296,78.7427734814926,96.61808896840424,79.5360097601891,98.65499800346066,80.15293336474822,96.05346297659136,73.14423234187714,96.02447165168782,73.77742470618472,0.7935234840133605,inf,622.6511964797974
39,99.9296860823807,97.9378552198624,96.37522633415774,78.68458592987461,96.53066069143608,79.52838461245187,98.63633641028372,80.13579797374001,95.9002378828427,74.15593822285567,95.89503419565864,74.89894623706161,0.795451705857769,inf,625.2200510501862
40,99.91777808020323,97.95655100209393,96.54258509307546,78.34484570913732,96.67888346563375,78.95459224522475,98.69426327698656,79.47394349604815,96.07130379191662,73.16993387695975,96.0742772611375,74.3662235098951,0.7931040530145711,nan,609.2681791782379
41,99.93478951188533,98.01824708345798,96.64368577679025,79.17073353855395,96.77094370429556,79.51885317778031,98.75348564811425,79.97943753079015,96.17826345524828,74.55314376504124,96.18569729408266,74.78679408397393,0.788371282229797,3.6000708114283526,622.7736659049988
42,99.92798493921248,98.15659587197128,96.57000222764218,80.19183121855995,96.71767614481828,80.58446757405925,98.75947530597169,80.44851885963973,96.34786357824626,74.1933222738849,96.3441467693497,74.54379775228394,0.7865648613102537,inf,621.9161195755005
43,99.91664398475775,97.81820221358062,96.60141769433322,78.69397101884526,96.73911784800306,79.08231346982348,98.7455077865034,79.08197142673549,96.2467105752219,72.38954181172457,96.28908282660085,72.57879857006004,0.7883992738839534,3.803240592876592,626.5484621524811
44,99.91947922337144,97.80137600957224,96.68823862046118,78.14963585854794,96.84389710097098,78.70868123069884,98.8579643014016,77.19922033970913,96.39976508894654,72.68394121357976,96.43098744415288,73.8101357508353,0.7840268728541377,3.9194140340190393,584.4407296180725
45,99.93252132099437,97.89298534250673,96.75335431505715,78.16089796531271,96.86705690943936,78.62861717945785,98.85797190184947,79.30258958596612,96.45482861411973,72.54608752540948,96.46746604619354,73.48536180751887,0.7851756419535169,3.418199230243771,620.6528451442719
46,99.95236799129015,97.80511516601855,96.81275810661838,78.93798333208198,96.87979480409697,79.35300621449541,98.90057234127512,79.29402189046202,96.55003233647777,73.15825136101311,96.5433420307308,73.98537349003482,0.7799988950122069,3.7567349189979,592.2559931278229
47,99.95236799129015,98.15285671552498,96.81047334540449,79.18199564531872,96.91453451679955,80.1879598917229,98.89124777883521,80.1015271917236,96.51209467596378,73.6886375849903,96.53736935222491,74.34519498119116,0.7791814322580216,3.5420665453001163,605.3191204071045
